Username,Timestamp,Events,Time Spent,Time Helped
9,20170420,PROJ2,90,printing
9,20170427,HW6,60,not understanding list mutibility
9,20170427,HW6,30,pascal recursive step
10,20170222,HW3,90,"manipulating print statments/ end =  """""
10,20170227,HW4,90,"part4: wasn't appending the last element, part2: need help comparing strings"
10,20170227,HW4,15,printing after one character that wasn't !
10,20170302,HW4,90,
10,20170302,HW4,90,requested again
10,20170302,HW4,90,requested again
10,20170309,PROJ1,60,Confused by inputs/outputs
10,20170309,PROJ1,15,student left
10,20170315,PROJ1,90,Infinite while loops everywhere
10,20170315,PROJ1,90,requested again
10,20170316,PROJ1,90,Help with sum divisors
10,20170417,PROJ2,90,Needed help reading file into 3D list
10,20170418,PROJ2,90,"Needed help printing list, Fishing for Answers (Was very upset when I didnt give him the answer )"
10,20170419,PROJ2,90,Index out of bounds error
10,20170419,PROJ2,90,office hours over
10,20170420,PROJ2,90,confused by balance fucntion
10,20170421,PROJ2,90,problem with boolean flags
10,20170421,PROJ2,90,was printing instead of writing to file
10,20170421,PROJ2,90,Help with writing
10,20170425,HW6,90,Needed help understanding recursion
10,20170427,HW3,90,problem with recursion
10,20170427,HW6,90,pascal recursive step
10,20170504,PROJ3,90,
10,20170504,PROJ3,90,maybe copied over prettyboard function incorrectly?
10,20170504,PROJ3,90,printing boards
10,20170504,PROJ1,90,"small bug counting mines, also design questions (2 board setup)"
10,20170508,PROJ3,90,Was actually shallow copying instead of deep copying
10,20170511,PROJ3,90,"revealing spot, but accessing the wrong copy of the board"
10,20170511,PROJ3,90,island reveal
10,20170512,PROJ3,90,Helped him solve looping bugs
10,20170512,PROJ3,90,office hours over
10,20170512,PROJ3,90,office hours over
