Email Address,Timestamp,What do you need help with today?,How long have you, personally, already spent working on this problem or question?,Time Helped,Time Waited,Notes,Time Done,Time Spent,
169,"2/15/17 13:37","HW2","16 - 30 minutes","2/15/17 13:39","0:02:36","Wanted to make sure homework was done correctly.","","",""
297,"2/15/17 13:38","HW2","6 - 15 minutes","2/15/17 13:47","0:08:38","Had questions about if statments","","",""
151,"2/15/17 15:06","hw2_part1.py","> 60 minutes","2/15/17 15:07","0:01:52","Was missing colons at the end of if statements","","",""
151,"2/15/17 15:09","hw2_part1.py","6 - 15 minutes","2/15/17 15:17","0:08:22","Forgot to enable bash ","","",""
155,"2/15/17 15:21","HW2","16 - 30 minutes","2/15/17 15:25","0:03:43","False alarm! But she forgot Sunday and Saturday in part 4","","",""
151,"2/15/17 15:27","hw2_part2.py","6 - 15 minutes","2/15/17 15:36","0:09:01","Over complicating part 2 of the homework ","","",""
155,"2/15/17 15:41","HW2","6 - 15 minutes","2/15/17 15:43","0:02:01","Trying to figure out the modulus operator ","","",""
151,"2/15/17 15:41","hw2_part2.py","6 - 15 minutes","2/15/17 15:45","0:03:50","","","",""
120,"2/15/17 16:29","HW2 ","31 - 60 minutes","2/15/17 16:30","0:01:20","showed up 5 minutes later (not here)","","",""
257,"2/15/17 16:35","hw2","31 - 60 minutes","2/15/17 16:36","0:00:55","","","",""
151,"2/16/17 13:05","hw3","16 - 30 minutes","2/16/17 13:05","0:00:34","Dog question structure","","",""
302,"2/16/17 13:20","hw2","16 - 30 minutes","2/16/17 13:21","0:00:12","confusion between input and print. Understood math, couldnt understood where to go with program though.","","",""
151,"2/16/17 13:33","hw3_part3","16 - 30 minutes","2/16/17 13:34","0:01:00","","","",""
151,"2/16/17 14:12","hw2_part4","16 - 30 minutes","2/16/17 14:16","0:03:16","Just a sanity check","","",""
130,"2/16/17 14:29","Hw2","6 - 15 minutes","2/16/17 14:35","0:05:41","trouble with decision statements and comparing - logic is all right, actually coding it is hard","","",""
173,"2/16/17 14:29","HW2","16 - 30 minutes","2/16/17 14:35","0:05:24","used wrong variable names","","",""
138,"2/16/17 16:02","HW2","31 - 60 minutes","2/16/17 16:03","0:00:34","needed help with how to get min, hour, day from user inupt","","",""
302,"2/16/17 16:03","hw2","16 - 30 minutes","2/16/17 16:04","0:01:15","how to get started on the dog question (hw2_part2)","","",""
253,"2/16/17 16:21","hw2_part4","> 60 minutes","2/16/17 16:22","0:00:20","had every possible day checked for (and knew he shouldn't), advised to use mod","","",""
171,"2/17/17 14:05","HW2","> 60 minutes","2/17/17 14:06","0:01:01","Needed help with what operator to use for hw2_part4","","",""
274,"2/17/17 14:08","HW2 submission:","31 - 60 minutes","2/17/17 14:09","0:00:44","not here","","",""
171,"2/17/17 14:33","HW2","16 - 30 minutes","2/17/17 14:33","0:00:21","not sure how to use % in part 4","","",""
130,"2/17/17 14:36","HW2","16 - 30 minutes","2/17/17 14:38","0:02:06","Help with general syntax of python","","",""
171,"2/17/17 15:18","HW2","16 - 30 minutes","2/17/17 15:19","0:00:19","asking the user minimum questions - branching","","",""
130,"2/17/17 15:36","HW2","16 - 30 minutes","2/17/17 15:36","0:00:14","didnt know what to do next - branching","","",""
130,"2/17/17 16:02","HW2","6 - 15 minutes","2/17/17 16:07","0:05:00","branching, modulus (%), filesystem ","","",""
274,"2/17/17 16:11","Hw2","31 - 60 minutes","2/17/17 16:19","0:08:04","He needed help with moving files out of directories he made accidentally ","","",""
274,"2/17/17 16:41","HW2","16 - 30 minutes","2/17/17 16:42","0:00:10","was having trouble with if's","","",""
316,"2/20/17 10:25","HW3 Part 2","6 - 15 minutes","2/20/17 10:33","0:07:53","didn't understand problem","","",""
121,"2/20/17 13:26","HW3","> 60 minutes","2/20/17 13:38","0:12:15","Needed help figuring out logic for HW3 part 4","","",""
316,"2/20/17 14:20","HW3 ","6 - 15 minutes","2/20/17 14:33","0:12:27","needed help keeping track of answer for part2 and getting started part4","","",""
369,"2/20/17 15:00","Commenting","16 - 30 minutes","2/20/17 15:04","0:03:58","put a comment on every single line; told to only comment loops and large blocks","","",""
151,"2/21/17 13:55","hw_part1","6 - 15 minutes","2/21/17 14:08","0:13:29","Needed help with structuring code","","",""
151,"2/21/17 14:06","hw3_part1","31 - 60 minutes","","","requested again","","",""
305,"2/21/17 14:15","HW3 ","16 - 30 minutes","2/21/17 14:21","0:06:12","confused on multiple conditions for while","","",""
151,"2/21/17 14:27","hw3_part2.py","6 - 15 minutes","2/21/17 14:39","0:12:35","putting psudeocode to code","","",""
305,"2/21/17 14:45","HW3 part2","6 - 15 minutes","2/21/17 14:53","0:07:52","Student left (didn't respond?)","","",""
151,"2/21/17 14:49","while loop ","6 - 15 minutes","2/21/17 15:07","0:17:29","Confused on what was in the while loop","","",""
151,"2/21/17 15:13","hw3_part2","6 - 15 minutes","2/21/17 15:19","0:06:10","Couple of logic errors","","",""
305,"2/21/17 15:20","HW3-PART2","16 - 30 minutes","2/21/17 15:23","0:02:36","syntax error","","",""
358,"2/21/17 15:30","While loops","31 - 60 minutes","2/21/17 15:35","0:05:14","syntax error, > vs >=","","",""
305,"2/21/17 15:37","HW3 PART2","16 - 30 minutes","2/21/17 15:44","0:07:40","logic error, < vs >","","",""
335,"2/21/17 19:01","Lab3","31 - 60 minutes","2/21/17 19:02","0:00:16","showed lab3 (didnt finish) and question about hw3","","",""
227,"2/22/17 10:02","Hw3, question 2, 3 and 4","> 60 minutes","2/22/17 10:03","0:00:26","hw3 clarifications","","",""
158,"2/22/17 10:29","Lab 4","16 - 30 minutes","","","confused on while loop conditions","","",""
278,"2/22/17 10:30","HW3 pt 4","> 60 minutes","","","issue with conditions on hw3 p2 and p4","","",""
102,"2/22/17 10:34","HW4","> 60 minutes","","","confused about indenting & code belonging to blocks","","",""
102,"2/22/17 11:17","HW3","16 - 30 minutes","2/22/17 11:23","0:06:18","Incorrect order of action within a sent. loop","","",""
278,"2/22/17 11:28","HW3 pt4","> 60 minutes","2/22/17 11:39","0:11:07","manipulating print statments/ end = " "","","",""
118,"2/22/17 11:57","HW3, part 4","> 60 minutes","2/22/17 12:08","0:10:34","manipulating print statments/ end = " "","","",""
124,"2/22/17 12:11","HW3","> 60 minutes","2/22/17 12:17","0:05:52","cleaning file directory and homework parameter clarification","","",""
173,"2/22/17 12:57","HW3","> 60 minutes","2/22/17 13:07","0:09:46","Needed help thinking through part 2","","",""
173,"2/22/17 13:26","HW3","16 - 30 minutes","2/22/17 13:30","0:03:59","Needed help thinking through part 3 and what to use for the while loop","","",""
151,"2/22/17 15:03","loops","16 - 30 minutes","2/22/17 15:15","0:11:44","Needed to be walked through lab 3","","",""
184,"2/22/17 15:18","HW3","31 - 60 minutes","2/22/17 15:26","0:08:03","Needed help with the hailstone problem ","","",""
155,"2/22/17 15:19","HW3","6 - 15 minutes","2/22/17 15:26","0:07:10","Created a directory instead of a file, wanted to know about comments, and questionable "This works but I don't know why it works, please explain" in regards to box problem","","",""
155,"2/22/17 15:36","HW3","6 - 15 minutes","2/22/17 15:40","0:03:21","Repeat?","","",""
155,"2/22/17 15:36","HW3","6 - 15 minutes","2/22/17 15:40","0:03:11","Variable naming conventions question","","",""
184,"2/22/17 16:15","HW3","16 - 30 minutes","2/22/17 16:18","0:02:39","Infinite Loop, not updating condition","","",""
120,"2/22/17 16:24","HW3","> 60 minutes","2/22/17 16:32","0:07:49","Not here, told me they signed in 10 minutes before coming in :( ","","",""
217,"2/23/17 12:00","HW3","> 60 minutes","2/23/17 12:03","0:02:26","Needed help with when to update a variable when to print the box correctly ","","",""
310,"2/23/17 12:08","Review homework pseudocode","> 60 minutes","2/23/17 12:14","0:06:13","Just wanted to double check that his logic for part3 was a valid use of a while loop","","",""
316,"2/23/17 12:28","HW3","6 - 15 minutes","2/23/17 12:29","0:00:39","Understanding what the ' end="" ' was doing when print each character in the line","","",""
162,"2/23/17 12:31","Hw3 part 4","31 - 60 minutes","2/23/17 12:33","0:02:02","Needed help with how to structure while loops in part4","","",""
112,"2/23/17 12:38","HW3 part 4","6 - 15 minutes","2/23/17 12:52","0:13:29","","","",""
364,"2/23/17 12:58","I need help with two parts of my homework.","16 - 30 minutes","2/23/17 13:00","0:01:36","Didn't understand loops within loops","","",""
292,"2/23/17 13:02","HW3","16 - 30 minutes","2/23/17 13:15","0:13:00","Didnt understand counters or nested while loops","","",""
302,"2/23/17 13:04","hw3","16 - 30 minutes","2/23/17 13:34","0:30:42","Needed help understanding how while loops check values","","",""
151,"2/23/17 13:07","hw3_part3.py","6 - 15 minutes","2/23/17 13:47","0:40:00","Needed help understanding the if/elif","","",""
112,"2/23/17 13:41","HW3 part 2","16 - 30 minutes","2/23/17 14:12","0:31:02","student left","","",""
184,"2/23/17 13:42","HW3","16 - 30 minutes","2/23/17 14:04","0:22:01","Printing inside while loops (had two seperate loops)","","",""
297,"2/23/17 14:19","HW3 while loop","16 - 30 minutes","2/23/17 14:30","0:10:36","trying to compare to a value that isn't updated in loop","","",""
151,"2/23/17 14:22","hw3_part4","6 - 15 minutes","2/23/17 14:24","0:01:56","print(count+=1)","","",""
173,"2/23/17 14:23","HW3","> 60 minutes","2/23/17 14:31","0:07:25","needed help seeing the patterns for part 4 (width * height, rows end in width*count, etc)","","",""
364,"2/23/17 14:56","Help with a lab assignment and part four of HW3","16 - 30 minutes","2/23/17 14:56","0:00:48","needed help seeing the patterns for part 4 (width * height, rows end in width*count, etc)","","",""
173,"2/23/17 15:00","HW3","> 60 minutes","2/23/17 15:04","0:03:39","part 4 help - going from printing 1 line to all the lines","","",""
169,"2/23/17 15:10","Hw3 Part 4","31 - 60 minutes","2/23/17 15:20","0:09:36","part 3, variables were all over the place. forgot how to update a variable's value","","",""
364,"2/23/17 15:18","HW3","16 - 30 minutes","2/23/17 15:56","0:37:54","had part 4 started, hopefully i got her on the right track for when to print the new lines","","",""
179,"2/23/17 15:53","Using the while loop with a List","16 - 30 minutes","2/23/17 15:57","0:04:16","not here","","",""
138,"2/23/17 15:55","HW3","31 - 60 minutes","2/23/17 15:58","0:02:44","Part 1 logic","","",""
356,"2/23/17 15:56","HW3","31 - 60 minutes","2/23/17 16:10","0:14:22","Part 4 printing","","",""
253,"2/23/17 16:00","hw3 part2","31 - 60 minutes","2/23/17 16:05","0:05:29","Part 2 logic. How to divide? (Use subtraction)","","",""
302,"2/23/17 16:01","hw3","16 - 30 minutes","2/23/17 16:10","0:08:57","How to figure out if a number is even (part 3)","","",""
190,"2/23/17 16:05","Hw3 part 2","16 - 30 minutes","2/23/17 16:14","0:08:57","Had a solution to part 4 that didn't have a while loop, was confused about intended solution","","",""
169,"2/23/17 16:11","Hw3 part 4","6 - 15 minutes","2/23/17 16:13","0:01:53","Part 4 using a double while loop - he thought of that strategy but had trouble implementing it (syntax)","","",""
138,"2/23/17 16:15","HW3","16 - 30 minutes","2/23/17 16:22","0:06:37","confused on when to reprompt for while loop","","",""
356,"2/23/17 16:19","HW3","31 - 60 minutes","2/23/17 16:28","0:08:22","confused on printing in part 4","","",""
138,"2/23/17 16:28","HW3","6 - 15 minutes","2/23/17 16:41","0:12:47","nneded help with setting up the while loop","","",""
253,"2/23/17 16:41","hw3 part2","> 60 minutes","2/23/17 16:55","0:14:04","needed help with printing","","",""
302,"2/23/17 16:56","hw3","16 - 30 minutes","2/23/17 16:59","0:03:17","part 4 logic","","",""
138,"2/23/17 16:56","HW3","16 - 30 minutes","2/23/17 17:08","0:11:42","off by one error","","",""
297,"2/23/17 17:02","HW3","31 - 60 minutes","2/23/17 17:11","0:09:05","wanted confirmation on what to do :)","","",""
302,"2/23/17 17:13","hw3","16 - 30 minutes","2/23/17 17:16","0:03:07","didn't knwo  about end=""","","",""
138,"2/23/17 17:14","HW3","6 - 15 minutes","2/23/17 17:19","0:05:41","forgot about %","","",""
297,"2/23/17 17:17","HW3","31 - 60 minutes","2/23/17 17:22","0:05:26","infinite loop","","",""
292,"2/23/17 17:17","HW3","31 - 60 minutes","2/23/17 17:22","0:05:02","resetting counter","","",""
297,"2/23/17 17:25","HW3","31 - 60 minutes","2/23/17 17:29","0:03:48","if-elif probs","","",""
138,"2/23/17 17:30","HW3","16 - 30 minutes","2/23/17 17:36","0:06:08","syntax error","","",""
190,"2/23/17 17:34","hw3 part 4","6 - 15 minutes","2/23/17 17:49","0:15:57","algorithm for part4","","",""
302,"2/23/17 17:40","hw3","16 - 30 minutes","2/23/17 17:52","0:11:19","algorithm for part2","","",""
138,"2/23/17 17:51","hw3","16 - 30 minutes","2/23/17 18:15","0:24:48","part4","","",""
227,"2/24/17 10:01","HW3 question 4","> 60 minutes","2/24/17 10:09","0:08:00","Needed clues as to how to get the "box" shape (new lines)","","",""
306,"2/24/17 10:04","cmcs201 hw3","> 60 minutes","2/24/17 10:25","0:21:02","Needed help with doing division without actually using the operator.","","",""
101,"2/24/17 10:09","HW3 problems 3&4 ","> 60 minutes","2/24/17 10:35","0:25:53","Helped her with part 4: Mentioned how % would be helpful","","",""
174,"2/24/17 10:16","HW3","6 - 15 minutes","2/24/17 10:44","0:28:23","Needed help with doing division without actually using the operator.","","",""
285,"2/24/17 10:18","HW3","31 - 60 minutes","2/24/17 11:05","0:47:02","Needed help fixing her code structure","","",""
101,"2/24/17 10:42","HW3 part 3","6 - 15 minutes","2/24/17 11:05","0:23:06","Needed help with positioning print statements","","",""
110,"2/24/17 10:59","hw3 part4","16 - 30 minutes","2/24/17 11:14","0:15:08","Needed help with part4: How to get the newlines","","",""
306,"2/24/17 11:06","hw3 part 3","> 60 minutes","2/24/17 11:15","0:09:14","Needed help with hailstones","","",""
268,"2/24/17 11:10","HW3 part 4 While loop","> 60 minutes","2/24/17 11:24","0:14:38","Was actually multiplying a list height times.","","",""
137,"2/24/17 11:13","HW3","16 - 30 minutes","2/24/17 11:25","0:11:42","printing box in hw-- confused about order of if statement execution","","",""
285,"2/24/17 11:27","HW3","31 - 60 minutes","2/24/17 11:30","0:03:22","Hinted that using % would be more helpful since comparing to width would not work.","","",""
306,"2/24/17 11:27","hw3","6 - 15 minutes","2/24/17 11:54","0:26:11","if statement ordering","","",""
331,"2/24/17 11:40","Lab4 and HW3","31 - 60 minutes","2/24/17 12:15","0:34:45","lab update","","",""
269,"2/24/17 11:42","question on HW3 part 2","6 - 15 minutes","2/24/17 11:45","0:03:07","Wanted me to reiterate that you may NOT use the division operator for part 4.","","",""
174,"2/24/17 11:44","HW3","6 - 15 minutes","2/24/17 11:47","0:03:10","Else statement accounted for =1 AND odd.","","",""
253,"2/24/17 11:47","loops lab4","> 60 minutes","2/24/17 11:53","0:06:11","Explained to him that another variable to total up the numbers MIGHT be useful.","","",""
108,"2/24/17 11:48","HW3","16 - 30 minutes","2/24/17 12:01","0:12:38","Explained to her that division is similar to subtracting multiple times and that you want to count how many times a number goes into another to replicate what the division operator does.","","",""
124,"2/24/17 14:04","hw3","> 60 minutes","2/24/17 14:04","0:00:40","Having trouble with creating box","","",""
151,"2/24/17 14:06","hw3_part4.py","16 - 30 minutes","2/24/17 14:11","0:05:34","needed help with condition for while loop","","",""
174,"2/24/17 14:06","hw3","6 - 15 minutes","2/24/17 14:18","0:12:26","Needed help figuring out how to move to next line for box","","",""
108,"2/24/17 14:07","hw3","16 - 30 minutes","2/24/17 14:25","0:18:27","had > instead of >=","","",""
120,"2/24/17 14:11","HW3","> 60 minutes","2/24/17 14:30","0:18:41","student left","","",""
274,"2/24/17 14:12","HW3","16 - 30 minutes","2/24/17 14:31","0:18:55","printing to a new line","","",""
135,"2/24/17 14:12","HW3","6 - 15 minutes","2/24/17 14:31","0:18:23","not updating looping variable","","",""
258,"2/24/17 14:13","Loops","> 60 minutes","2/24/17 14:37","0:24:11","needed to store the variable he was subtracting to print at the end","","",""
335,"2/24/17 14:19","hw3_part3","6 - 15 minutes","2/24/17 14:39","0:20:03","nevermind","","",""
130,"2/24/17 14:20","HW3","16 - 30 minutes","2/24/17 14:39","0:19:16","need help starting part 4","","",""
232,"2/24/17 14:23","hw3_part2","> 60 minutes","2/24/17 14:41","0:18:36","understanding when variables update","","",""
262,"2/24/17 14:29","hw3 loops ","31 - 60 minutes","2/24/17 14:45","0:16:08","Needed help with conditions for while loop and if statement","","",""
108,"2/24/17 14:30","hw2","16 - 30 minutes","2/24/17 14:53","0:22:10","need help starting part 4","","",""
130,"2/24/17 14:35","HW3","6 - 15 minutes","2/24/17 14:55","0:20:51","needed help starting part4","","",""
120,"2/24/17 14:36","HW3","> 60 minutes","2/24/17 15:03","0:26:05","needed help with looping ","","",""
306,"2/24/17 14:41","hw3","> 60 minutes","2/24/17 15:09","0:28:25","Needed assistance with getting while loops to run enough times","","",""
135,"2/24/17 14:43","HW3","6 - 15 minutes","2/24/17 15:17","0:33:52","nevermind","","",""
232,"2/24/17 14:46","hw3_part4","> 60 minutes","2/24/17 15:25","0:38:57","needed help with end = " "","","",""
124,"2/24/17 14:46","hw3","> 60 minutes","2/24/17 15:31","0:45:01","needed help with end = " "","","",""
335,"2/24/17 14:53","hw3 part3","6 - 15 minutes","2/24/17 15:32","0:38:58","needed help with end = " "","","",""
171,"2/24/17 15:02","HW3","31 - 60 minutes","2/24/17 15:32","0:29:19","stuck on how to implement while loop  for part 4","","",""
174,"2/24/17 15:05","hw3","< 5 minutes","2/24/17 15:33","0:28:17","Updated height before printing","","",""
151,"2/24/17 15:10","hw3_part4.py","> 60 minutes","2/24/17 15:46","0:35:46","Needed help thinking through the part4 counter","","",""
329,"2/24/17 15:11","HW3: Box Width and Height printing issue","31 - 60 minutes","2/24/17 15:21","0:10:08","nevermind (came up to me and said he was good)","","",""
108,"2/24/17 15:12","hw3","16 - 30 minutes","2/24/17 15:42","0:29:36","needed help with using mod (the new line)","","",""
258,"2/24/17 15:18","HW3","31 - 60 minutes","2/24/17 15:47","0:28:15","infinite loop","","",""
174,"2/24/17 15:30","Homework","< 5 minutes","2/24/17 15:51","0:21:23","student left","","",""
130,"2/24/17 15:32","HW3","6 - 15 minutes","2/24/17 15:46","0:13:56","Had to leave so helped early. Was updating height before printing","","",""
274,"2/24/17 15:33","Hw3","> 60 minutes","2/24/17 15:48","0:15:01","needed help with while loop logic","","",""
296,"2/24/17 15:33","Emacs ","6 - 15 minutes","2/24/17 15:52","0:18:07","needed hash files explained","","",""
346,"2/24/17 15:37","hw3_part3","16 - 30 minutes","2/24/17 15:56","0:19:07","","","",""
124,"2/24/17 15:41","hw3","> 60 minutes","2/24/17 15:58","0:17:00","needed help with while loop logic","","",""
130,"2/24/17 15:54","HW3","6 - 15 minutes","2/24/17 15:58","0:03:51","needed help with part 3","","",""
232,"2/24/17 15:54","hw3_part4","> 60 minutes","2/24/17 16:01","0:07:11","Wasn't looping enough","","",""
258,"2/24/17 16:04","HW3","> 60 minutes","2/24/17 16:09","0:04:14","infinite loop when hail at 0","","",""
171,"2/24/17 16:07","HW3","31 - 60 minutes","2/24/17 16:13","0:06:23","even vs odd (modulus)","","",""
151,"2/24/17 16:15","hw3_part4.py","> 60 minutes","2/24/17 16:15","0:00:05","whiteboarding the while loop","","",""
167,"2/24/17 16:22","HW3 part 4","31 - 60 minutes","2/24/17 16:23","0:00:59","needed help with using mod for new line","","",""
171,"2/24/17 16:24","HW3","16 - 30 minutes","2/24/17 16:30","0:05:27","infinite loop on hailstone (using new variable for calculations)","","",""
232,"2/24/17 16:29","hw3_part2","> 60 minutes","2/24/17 16:30","0:00:27","while loop went 1 step too far","","",""
258,"2/24/17 16:43","HW3","16 - 30 minutes","2/24/17 16:44","0:00:12","using modulus for if statement","","",""
118,"2/27/17 14:03","HW4 part2 and part4","> 60 minutes","2/27/17 14:07","0:04:08","part4: wasn't appending the last element, part2: need help comparing strings","","",""
118,"2/27/17 14:31","hw4","6 - 15 minutes","2/27/17 14:36","0:04:26","printing after one character that wasn't !","","",""
155,"2/27/17 14:43","HW4","> 60 minutes","2/27/17 14:46","0:03:11","need help with order inside while loop part 3","","",""
369,"2/27/17 14:54","HW4, magic numbers","31 - 60 minutes","2/27/17 15:00","0:05:37","wasnt sure whether or not to use a constant","","",""
130,"2/28/17 12:48","lab5","6 - 15 minutes","2/28/17 12:49","0:00:41","Needed help understanding a counter and how lists work (Needed help with the lab and NOT HW4)","","",""
302,"2/28/17 13:22","lab 5","16 - 30 minutes","2/28/17 13:35","0:13:26","Needed help with the lab didn't understand how to change a certain element in a list","","",""
316,"2/28/17 13:30","HW4","6 - 15 minutes","2/28/17 13:36","0:06:13","Needed to change the order of his while loop (stored data before asking for data)","","",""
130,"2/28/17 14:19","Hw4","6 - 15 minutes","2/28/17 14:19","0:00:10","wrong sentienel value","","",""
173,"2/28/17 14:54","Lists","6 - 15 minutes","2/28/17 14:55","0:00:35","priniing index as index+1","","",""
215,"2/28/17 19:26","HW4 ","> 60 minutes","2/28/17 19:26","0:00:13","","","",""
215,"2/28/17 19:39","hw4 question 2","31 - 60 minutes","2/28/17 19:40","0:00:27","","","",""
184,"3/1/17 10:05","HW4","6 - 15 minutes","3/1/17 10:18","0:12:54","didn't get you could use variables as indexers","","",""
237,"3/1/17 11:54","HW4","31 - 60 minutes","3/1/17 11:57","0:03:01","upper/lower didnt know if taught/could use","","",""
262,"3/1/17 12:04","HW4","31 - 60 minutes","3/1/17 12:06","0:02:05","Appending to a list","","",""
101,"3/1/17 12:10","HW4 ","31 - 60 minutes","3/1/17 12:19","0:08:58","upper/lower didint know how to use","","",""
173,"3/1/17 12:14","Loops and Lists","16 - 30 minutes","3/1/17 12:22","0:07:39","Lab 4 incrementing single items in a list","","",""
297,"3/1/17 12:16","HW4","16 - 30 minutes","3/1/17 12:41","0:25:03","Not using a whiel loop to print contents of a lsit","","",""
262,"3/1/17 12:37","HW4","6 - 15 minutes","3/1/17 12:45","0:08:39","THE POWER OF SLICING","","",""
262,"3/1/17 12:50","HW4","16 - 30 minutes","3/1/17 12:50","0:00:21","infinite loops needed better sentiels","","",""
297,"3/1/17 12:57","HW4","16 - 30 minutes","3/1/17 13:06","0:09:06","Needed help using counter to print out two lists at once.","","",""
262,"3/1/17 13:02","HW4","31 - 60 minutes","3/1/17 13:11","0:08:57","Was printing out whole list instead of item at each index","","",""
237,"3/1/17 13:07","HW4","16 - 30 minutes","3/1/17 13:14","0:07:10","Created a list of empty "", then was appending","","",""
297,"3/1/17 13:14","HW4","6 - 15 minutes","3/1/17 13:19","0:04:43","Needed explanation of how .lower() and .upper() works","","",""
